seq_name	seq_desc	pred_gene	gene_desc	e-value	bitscore
sp|Q8CNU8|SYL_STAES	Leucine--tRNA ligase OS=Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200) OX=176280	leuS_bact	leucine--tRNA ligase bacteria	0.0	1205.6
sp|A3CKP1|SYL_STRSV	Leucine--tRNA ligase OS=Streptococcus sanguinis (strain SK36) OX=388919 GN=leuS PE=3 SV=2	leuS_bact	leucine--tRNA ligase bacteria	0.0	1195.8
sp|A4W4F3|SYL_STRS2	Leucine--tRNA ligase OS=Streptococcus suis (strain 98HAH33) OX=391296 GN=leuS PE=3 SV=2	leuS_bact	leucine--tRNA ligase bacteria	0.0	1187.1
sp|A4VY58|SYL_STRSY	Leucine--tRNA ligase OS=Streptococcus suis (strain 05ZYH33) OX=391295 GN=leuS PE=3 SV=2	leuS_bact	leucine--tRNA ligase bacteria	0.0	1186.6
sp|P67514|SYL_STRA3	Leucine--tRNA ligase OS=Streptococcus agalactiae serotype III (strain NEM316) OX=211110 GN=leuS	leuS_bact	leucine--tRNA ligase bacteria	0.0	1179.0
sp|Q9A1P0|SYL_STRP1	Leucine--tRNA ligase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=leuS PE=3 SV=1	leuS_bact	leucine--tRNA ligase bacteria	0.0	1175.0
sp|Q9WY15|SYL_THEMA	Leucine--tRNA ligase OS=Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100	leuS_bact	leucine--tRNA ligase bacteria	0.0	1158.7
sp|A5W9H9|SYL_PSEP1	Leucine--tRNA ligase OS=Pseudomonas putida (strain ATCC 700007 / DSM 6899 / BCRC 17059 / F1) OX=	leuS_bact	leucine--tRNA ligase bacteria	0.0	1150.4
sp|A4XYW8|SYL_PSEMY	Leucine--tRNA ligase OS=Pseudomonas mendocina (strain ymp) OX=399739 GN=leuS PE=3 SV=2	leuS_bact	leucine--tRNA ligase bacteria	0.0	1141.6
sp|Q2S415|SYL_SALRD	Leucine--tRNA ligase OS=Salinibacter ruber (strain DSM 13855 / M31) OX=309807 GN=leuS PE=3 SV=1	leuS_bact	leucine--tRNA ligase bacteria	0.0	1139.4
sp|Q3AJU8|SYL_SYNSC	Leucine--tRNA ligase OS=Synechococcus sp. (strain CC9605) OX=110662 GN=leuS PE=3 SV=1	leuS_bact	leucine--tRNA ligase bacteria	0.0	1135.9
sp|Q87C65|SYL_XYLFT	Leucine--tRNA ligase OS=Xylella fastidiosa (strain Temecula1 / ATCC 700964) OX=183190 GN=leuS PE	leuS_bact	leucine--tRNA ligase bacteria	0.0	1116.2
sp|Q47IN0|SYL_DECAR	Leucine--tRNA ligase OS=Dechloromonas aromatica (strain RCB) OX=159087 GN=leuS PE=3 SV=2	leuS_bact	leucine--tRNA ligase bacteria	0.0	1090.1
sp|Q2SZ91|SYL_BURTA	Leucine--tRNA ligase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301	leuS_bact	leucine--tRNA ligase bacteria	0.0	1063.5
sp|Q9Z930|SYL_CHLPN	Leucine--tRNA ligase OS=Chlamydia pneumoniae OX=83558 GN=leuS PE=3 SV=1	leuS_bact	leucine--tRNA ligase bacteria	0.0	1041.0
sp|Q6MSR0|SYL_MYCMS	Leucine--tRNA ligase OS=Mycoplasma mycoides subsp. mycoides SC (strain PG1) OX=272632 GN=leuS PE	leuS_bact	leucine--tRNA ligase bacteria	1.4e-305	1010.7
sp|Q9RSF0|SYL_DEIRA	Leucine--tRNA ligase OS=Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG	leuS_bact	leucine--tRNA ligase bacteria	1.6e-302	1000.6
sp|A8IMK0|SYL_AZOC5	Leucine--tRNA ligase OS=Azorhizobium caulinodans (strain ATCC 43989 / DSM 5975 / JCM 20966 / LMG	leuS_bact	leucine--tRNA ligase bacteria	6e-302	998.7
sp|A1R6X5|SYL_PAEAT	Leucine--tRNA ligase OS=Paenarthrobacter aurescens (strain TC1) OX=290340 GN=leuS PE=3 SV=2	leuS_bact	leucine--tRNA ligase bacteria	1.6e-292	967.5
sp|Q47MY0|SYL_THEFY	Leucine--tRNA ligase OS=Thermobifida fusca (strain YX) OX=269800 GN=leuS PE=3 SV=1	leuS_bact	leucine--tRNA ligase bacteria	1.1e-291	964.7
sp|A1SHV9|SYL_NOCSJ	Leucine--tRNA ligase OS=Nocardioides sp. (strain ATCC BAA-499 / JS614) OX=196162 GN=leuS PE=3 SV	leuS_bact	leucine--tRNA ligase bacteria	1e-280	928.4
sp|Q1B0U5|SYL_MYCSS	Leucine--tRNA ligase OS=Mycobacterium sp. (strain MCS) OX=164756 GN=leuS PE=3 SV=2	leuS_bact	leucine--tRNA ligase bacteria	7e-269	889.3
sp|A1A1R2|SYL_BIFAA	Leucine--tRNA ligase OS=Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814	leuS_bact	leucine--tRNA ligase bacteria	2.2e-265	877.8
sp|Q9HN72|SYL_HALSA	Leucine--tRNA ligase OS=Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) OX=6409	leuS_bact	leucine--tRNA ligase bacteria	5.5e-265	876.4
sp|Q58050|SYL_METJA	Leucine--tRNA ligase OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JC	leuS_arch	leucine--tRNA ligase archaea	0.0	1591.0
sp|O27552|SYL_METTH	Leucine--tRNA ligase OS=Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / J	leuS_arch	leucine--tRNA ligase archaea	0.0	1579.2
sp|Q6LZD2|SYL_METMP	Leucine--tRNA ligase OS=Methanococcus maripaludis (strain S2 / LL) OX=267377 GN=leuS PE=3 SV=1	leuS_arch	leucine--tRNA ligase archaea	0.0	1279.2
sp|A6USJ5|SYL_METVS	Leucine--tRNA ligase OS=Methanococcus vannielii (strain ATCC 35089 / DSM 1224 / JCM 13029 / OCM	leuS_arch	leucine--tRNA ligase archaea	0.0	1273.1
sp|Q46AW0|SYL_METBF	Leucine--tRNA ligase OS=Methanosarcina barkeri (strain Fusaro / DSM 804) OX=269797 GN=leuS PE=3	leuS_arch	leucine--tRNA ligase archaea	0.0	1254.0
sp|Q8TQD3|SYL_METAC	Leucine--tRNA ligase OS=Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C	leuS_arch	leucine--tRNA ligase archaea	0.0	1247.5
sp|Q8U2E6|SYL_PYRFU	Leucine--tRNA ligase OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=1	leuS_arch	leucine--tRNA ligase archaea	0.0	1242.3
sp|O58698|SYL_PYRHO	Leucine--tRNA ligase OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC	leuS_arch	leucine--tRNA ligase archaea	0.0	1242.1
sp|Q9V0B9|SYL_PYRAB	Leucine--tRNA ligase OS=Pyrococcus abyssi (strain GE5 / Orsay) OX=272844 GN=leuS PE=3 SV=1	leuS_arch	leucine--tRNA ligase archaea	0.0	1242.1
sp|A0B7B7|SYL_METTP	Leucine--tRNA ligase OS=Methanothrix thermoacetophila (strain DSM 6194 / JCM 14653 / NBRC 101360	leuS_arch	leucine--tRNA ligase archaea	0.0	1238.5
sp|A6UTK3|SYL_META3	Leucine--tRNA ligase OS=Methanococcus aeolicus (strain ATCC BAA-1280 / DSM 17508 / OCM 812 / Nan	leuS_arch	leucine--tRNA ligase archaea	0.0	1236.0
sp|Q8NKR7|SYL_THEKO	Leucine--tRNA ligase OS=Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) OX=69	leuS_arch	leucine--tRNA ligase archaea	0.0	1220.4
sp|Q12WA2|SYL_METBU	Leucine--tRNA ligase OS=Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE	leuS_arch	leucine--tRNA ligase archaea	0.0	1213.5
sp|Q8TVM4|SYL_METKA	Leucine--tRNA ligase OS=Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	leuS_arch	leucine--tRNA ligase archaea	0.0	1184.9
sp|Q9YD97|SYL_AERPE	Leucine--tRNA ligase OS=Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 10013	leuS_arch	leucine--tRNA ligase archaea	6.2e-298	985.7
sp|A3DKS1|SYL_STAMF	Leucine--tRNA ligase OS=Staphylothermus marinus (strain ATCC 43588 / DSM 3639 / JCM 9404 / F1) O	leuS_arch	leucine--tRNA ligase archaea	7.9e-290	958.9
sp|A4YI28|SYL2_METS5	Leucine--tRNA ligase 2 OS=Metallosphaera sedula (strain ATCC 51363 / DSM 5348 / JCM 9185 / NBRC	leuS_arch	leucine--tRNA ligase archaea	1.6e-287	951.2
sp|A1RTX9|SYL_PYRIL	Leucine--tRNA ligase OS=Pyrobaculum islandicum (strain DSM 4184 / JCM 9189 / GEO3) OX=384616 GN=	leuS_arch	leucine--tRNA ligase archaea	2.2e-287	950.8
sp|A8A8T2|SYL_IGNH4	Leucine--tRNA ligase OS=Ignicoccus hospitalis (strain KIN4/I / DSM 18386 / JCM 14125) OX=453591	leuS_arch	leucine--tRNA ligase archaea	3.3e-287	950.2
sp|A3MU00|SYL_PYRCJ	Leucine--tRNA ligase OS=Pyrobaculum calidifontis (strain DSM 21063 / JCM 11548 / VA1) OX=410359	leuS_arch	leucine--tRNA ligase archaea	3e-284	940.4
sp|Q970Z6|SYL2_SULTO	Leucine--tRNA ligase 2 OS=Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 /	leuS_arch	leucine--tRNA ligase archaea	4.5e-284	939.8
sp|Q4J8J7|SYL2_SULAC	Leucine--tRNA ligase 2 OS=Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / N	leuS_arch	leucine--tRNA ligase archaea	4.2e-283	936.6
sp|B1YAS9|SYL_PYRNV	Leucine--tRNA ligase OS=Pyrobaculum neutrophilum (strain DSM 2338 / JCM 9278 / NBRC 100436 / V24	leuS_arch	leucine--tRNA ligase archaea	1.7e-282	934.6
sp|Q8ZXT6|SYL_PYRAE	Leucine--tRNA ligase OS=Pyrobaculum aerophilum (strain ATCC 51768 / DSM 7523 / JCM 9630 / CIP 10	leuS_arch	leucine--tRNA ligase archaea	1.5e-279	924.9
sp|Q4JBP0|SYL1_SULAC	Leucine--tRNA ligase 1 OS=Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / N	leuS_arch	leucine--tRNA ligase archaea	8.8e-236	780.0
sp|P58176|SYL1_SACS2	Leucine--tRNA ligase 1 OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322	leuS_arch	leucine--tRNA ligase archaea	1e-224	743.4
sp|P13242|PYRG_BACSU	CTP synthase OS=Bacillus subtilis (strain 168) OX=224308 GN=pyrG PE=1 SV=1	PyrG	CTP synthase (glutamine hydrolyzing)	1.1e-275	910.0
sp|P44341|PYRG_HAEIN	CTP synthase OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=	PyrG	CTP synthase (glutamine hydrolyzing)	1.9e-270	892.8
sp|P65922|PYRG_SALTI	CTP synthase OS=Salmonella typhi OX=90370 GN=pyrG PE=3 SV=2	PyrG	CTP synthase (glutamine hydrolyzing)	1.8e-268	886.2
sp|P0A7E5|PYRG_ECOLI	CTP synthase OS=Escherichia coli (strain K12) OX=83333 GN=pyrG PE=1 SV=2	PyrG	CTP synthase (glutamine hydrolyzing)	3.3e-268	885.4
sp|P0A7E6|PYRG_ECOL6	CTP synthase OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=pyrG P	PyrG	CTP synthase (glutamine hydrolyzing)	3.3e-268	885.4
sp|Q9K6D7|PYRG_ALKHC	CTP synthase OS=Alkalihalobacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JC	PyrG	CTP synthase (glutamine hydrolyzing)	4.7e-268	884.9
sp|Q65VZ8|PYRG_MANSM	CTP synthase OS=Mannheimia succiniciproducens (strain MBEL55E) OX=221988 GN=pyrG PE=3 SV=2	PyrG	CTP synthase (glutamine hydrolyzing)	2.4e-267	882.5
sp|Q630R0|PYRG_BACCZ	CTP synthase OS=Bacillus cereus (strain ZK / E33L) OX=288681 GN=pyrG PE=3 SV=1	PyrG	CTP synthase (glutamine hydrolyzing)	4.6e-267	881.6
sp|Q0I200|PYRG_HAES1	CTP synthase OS=Haemophilus somnus (strain 129Pt) OX=205914 GN=pyrG PE=3 SV=2	PyrG	CTP synthase (glutamine hydrolyzing)	1.9e-265	876.3
sp|P65923|PYRG_STAAM	CTP synthase OS=Staphylococcus aureus (strain Mu50 / ATCC 700699) OX=158878 GN=pyrG PE=3 SV=1	PyrG	CTP synthase (glutamine hydrolyzing)	9.4e-259	854.2
sp|Q9HXZ4|PYRG_PSEAE	CTP synthase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847	PyrG	CTP synthase (glutamine hydrolyzing)	8.6e-255	841.1
sp|Q83B36|PYRG_COXBU	CTP synthase OS=Coxiella burnetii (strain RSA 493 / Nine Mile phase I) OX=227377 GN=pyrG PE=3 S	PyrG	CTP synthase (glutamine hydrolyzing)	1.4e-253	837.1
sp|Q46I97|PYRG_PROMT	CTP synthase OS=Prochlorococcus marinus (strain NATL2A) OX=59920 GN=pyrG PE=3 SV=1	PyrG	CTP synthase (glutamine hydrolyzing)	1.2e-251	830.8
sp|O67353|PYRG_AQUAE	CTP synthase OS=Aquifex aeolicus (strain VF5) OX=224324 GN=pyrG PE=3 SV=1	PyrG	CTP synthase (glutamine hydrolyzing)	6.8e-251	828.2
sp|C6BWN7|PYRG_MARSD	CTP synthase OS=Maridesulfovibrio salexigens (strain ATCC 14822 / DSM 2638 / NCIMB 8403 / VKM B	PyrG	CTP synthase (glutamine hydrolyzing)	1.3e-246	814.1
sp|O51522|PYRG_BORBU	CTP synthase OS=Borreliella burgdorferi (strain ATCC 35210 / DSM 4680 / CIP 102532 / B31) OX=22	PyrG	CTP synthase (glutamine hydrolyzing)	8.7e-241	794.9
sp|Q3B6P1|PYRG_CHLL3	CTP synthase OS=Chlorobium luteolum (strain DSM 273 / BCRC 81028 / 2530) OX=319225 GN=pyrG PE=3	PyrG	CTP synthase (glutamine hydrolyzing)	4.8e-240	792.5
sp|Q8D2K0|PYRG_WIGBR	CTP synthase OS=Wigglesworthia glossinidia brevipalpis OX=36870 GN=pyrG PE=3 SV=2	PyrG	CTP synthase (glutamine hydrolyzing)	7.9e-239	788.4
sp|Q660U9|PYRG_BORGP	CTP synthase OS=Borrelia garinii subsp. bavariensis (strain ATCC BAA-2496 / DSM 23469 / PBi) OX	PyrG	CTP synthase (glutamine hydrolyzing)	9.7e-239	788.1
sp|Q47QN2|PYRG_THEFY	CTP synthase OS=Thermobifida fusca (strain YX) OX=269800 GN=pyrG PE=3 SV=2	PyrG	CTP synthase (glutamine hydrolyzing)	1.9e-234	774.0
sp|Q2NK04|PYRG_AYWBP	CTP synthase OS=Aster yellows witches'-broom phytoplasma (strain AYWB) OX=322098 GN=pyrG PE=3 S	PyrG	CTP synthase (glutamine hydrolyzing)	5.7e-234	772.4
sp|Q6MD01|PYRG_PARUW	CTP synthase OS=Protochlamydia amoebophila (strain UWE25) OX=264201 GN=pyrG PE=3 SV=2	PyrG	CTP synthase (glutamine hydrolyzing)	3.6e-231	763.2
sp|Q9S224|PYRG_STRCO	CTP synthase OS=Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145) OX=100226 GN=pyrG	PyrG	CTP synthase (glutamine hydrolyzing)	6.7e-230	759.0
sp|Q8UEY5|PYRG_AGRFC	CTP synthase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=pyrG PE=3 SV=2	PyrG	CTP synthase (glutamine hydrolyzing)	2.6e-229	757.0
sp|Q5LTV0|PYRG_RUEPO	CTP synthase OS=Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3) OX=246200 GN=pyrG PE	PyrG	CTP synthase (glutamine hydrolyzing)	2.9e-229	756.9
sp|Q9WZR0|PYRG_THEMA	CTP synthase OS=Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / M	PyrG	CTP synthase (glutamine hydrolyzing)	3.8e-207	683.9
sp|O34942|RECG_BACSU	ATP-dependent DNA helicase RecG OS=Bacillus subtilis (strain 168) OX=224308 GN=recG PE=3 SV=1	recG	ATP-dependent DNA helicase RecG	8e-273	901.7
sp|P43809|RECG_HAEIN	ATP-dependent DNA helicase RecG OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20	recG	ATP-dependent DNA helicase RecG	1.5e-265	877.7
sp|Q55681|RECG_SYNY3	ATP-dependent DNA helicase RecG OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=r	recG	ATP-dependent DNA helicase RecG	7e-264	872.2
sp|Q54900|RECG_STRPN	ATP-dependent DNA helicase RecG OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / T	recG	ATP-dependent DNA helicase RecG	4.7e-262	866.1
sp|O67837|RECG_AQUAE	ATP-dependent DNA helicase RecG OS=Aquifex aeolicus (strain VF5) OX=224324 GN=recG PE=3 SV=1	recG	ATP-dependent DNA helicase RecG	2.5e-261	863.7
sp|P96130|RECG_TREPA	ATP-dependent DNA helicase RecG OS=Treponema pallidum (strain Nichols) OX=243276 GN=recG PE=3 S	recG	ATP-dependent DNA helicase RecG	5e-261	862.7
sp|P24230|RECG_ECOLI	ATP-dependent DNA helicase RecG OS=Escherichia coli (strain K12) OX=83333 GN=recG PE=1 SV=1	recG	ATP-dependent DNA helicase RecG	1.2e-259	858.2
sp|Q8XD86|RECG_ECO57	ATP-dependent DNA helicase RecG OS=Escherichia coli O157:H7 OX=83334 GN=recG PE=3 SV=1	recG	ATP-dependent DNA helicase RecG	2.5e-259	857.1
sp|O51528|RECG_BORBU	ATP-dependent DNA helicase RecG OS=Borreliella burgdorferi (strain ATCC 35210 / DSM 4680 / CIP	recG	ATP-dependent DNA helicase RecG	8.3e-258	852.1
sp|Q9CMB4|RECG_PASMU	ATP-dependent DNA helicase RecG OS=Pasteurella multocida (strain Pm70) OX=272843 GN=recG PE=3 S	recG	ATP-dependent DNA helicase RecG	7.5e-256	845.6
sp|P64323|RECG_MYCBO	ATP-dependent DNA helicase RecG OS=Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) OX=233	recG	ATP-dependent DNA helicase RecG	9.1e-233	769.4
sp|P9WMQ6|RECG_MYCTO	ATP-dependent DNA helicase RecG OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) OX=83	recG	ATP-dependent DNA helicase RecG	9.1e-233	769.4
sp|P9WMQ7|RECG_MYCTU	ATP-dependent DNA helicase RecG OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83	recG	ATP-dependent DNA helicase RecG	9.1e-233	769.4
sp|Q5HPW4|RECG_STAEQ	ATP-dependent DNA helicase RecG OS=Staphylococcus epidermidis (strain ATCC 35984 / RP62A) OX=17	recG	ATP-dependent DNA helicase RecG	2.3e-230	761.4
sp|P64324|RECG_STAAM	ATP-dependent DNA helicase RecG OS=Staphylococcus aureus (strain Mu50 / ATCC 700699) OX=158878	recG	ATP-dependent DNA helicase RecG	7.4e-230	759.8
sp|P64325|RECG_STAAN	ATP-dependent DNA helicase RecG OS=Staphylococcus aureus (strain N315) OX=158879 GN=recG PE=1 S	recG	ATP-dependent DNA helicase RecG	7.4e-230	759.8
sp|Q8CSV3|RECG_STAES	ATP-dependent DNA helicase RecG OS=Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200	recG	ATP-dependent DNA helicase RecG	9e-230	759.5
sp|Q6G9Y6|RECG_STAAS	ATP-dependent DNA helicase RecG OS=Staphylococcus aureus (strain MSSA476) OX=282459 GN=recG PE=	recG	ATP-dependent DNA helicase RecG	1.6e-229	758.7
sp|Q8NX11|RECG_STAAW	ATP-dependent DNA helicase RecG OS=Staphylococcus aureus (strain MW2) OX=196620 GN=recG PE=3 SV	recG	ATP-dependent DNA helicase RecG	1.6e-229	758.7
sp|O50581|RECG_STAA8	ATP-dependent DNA helicase RecG OS=Staphylococcus aureus (strain NCTC 8325 / PS 47) OX=93061 GN	recG	ATP-dependent DNA helicase RecG	2e-229	758.3
sp|Q5HGK6|RECG_STAAC	ATP-dependent DNA helicase RecG OS=Staphylococcus aureus (strain COL) OX=93062 GN=recG PE=3 SV=	recG	ATP-dependent DNA helicase RecG	2e-229	758.3
sp|Q6GHK8|RECG_STAAR	ATP-dependent DNA helicase RecG OS=Staphylococcus aureus (strain MRSA252) OX=282458 GN=recG PE=	recG	ATP-dependent DNA helicase RecG	6.3e-228	753.4
sp|O69460|RECG_MYCLE	ATP-dependent DNA helicase RecG OS=Mycobacterium leprae (strain TN) OX=272631 GN=recG PE=3 SV=2	recG	ATP-dependent DNA helicase RecG	1.8e-213	705.7
sp|P04257|RL2_GEOSE	50S ribosomal protein L2 OS=Geobacillus stearothermophilus OX=1422 GN=rplB PE=1 SV=2	rplB_bact	50S ribosomal protein L2	3.6e-143	470.8
sp|B7K332|RL2_RIPO1	50S ribosomal protein L2 OS=Rippkaea orientalis (strain PCC 8801) OX=41431 GN=rplB PE=3 SV=1	rplB_bact	50S ribosomal protein L2	2.3e-138	455.0
sp|Q72I07|RL2_THET2	50S ribosomal protein L2 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=2627	rplB_bact	50S ribosomal protein L2	7.6e-138	453.3
sp|Q8YPI2|RL2_NOSS1	50S ribosomal protein L2 OS=Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690 GN=rp	rplB_bact	50S ribosomal protein L2	3.4e-136	447.9
sp|A7ZSK6|RL2_ECO24	50S ribosomal protein L2 OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=rplB	rplB_bact	50S ribosomal protein L2	2.1e-134	442.1
sp|B1LHD1|RL2_ECOSM	50S ribosomal protein L2 OS=Escherichia coli (strain SMS-3-5 / SECEC) OX=439855 GN=rplB PE=3 SV=	rplB_bact	50S ribosomal protein L2	2.1e-134	442.1
sp|B1X6G8|RL2_ECODH	50S ribosomal protein L2 OS=Escherichia coli (strain K12 / DH10B) OX=316385 GN=rplB PE=3 SV=1	rplB_bact	50S ribosomal protein L2	2.1e-134	442.1
sp|B2U2T5|RL2_SHIB3	50S ribosomal protein L2 OS=Shigella boydii serotype 18 (strain CDC 3083-94 / BS512) OX=344609 G	rplB_bact	50S ribosomal protein L2	2.1e-134	442.1
sp|B5YTN8|RL2_ECO5E	50S ribosomal protein L2 OS=Escherichia coli O157:H7 (strain EC4115 / EHEC) OX=444450 GN=rplB PE	rplB_bact	50S ribosomal protein L2	2.1e-134	442.1
sp|B7M1N1|RL2_ECO8A	50S ribosomal protein L2 OS=Escherichia coli O8 (strain IAI1) OX=585034 GN=rplB PE=3 SV=1	rplB_bact	50S ribosomal protein L2	2.1e-134	442.1
sp|P60422|RL2_ECOLI	50S ribosomal protein L2 OS=Escherichia coli (strain K12) OX=83333 GN=rplB PE=1 SV=2	rplB_bact	50S ribosomal protein L2	2.1e-134	442.1
sp|P60423|RL2_ECOL6	50S ribosomal protein L2 OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=19931	rplB_bact	50S ribosomal protein L2	2.1e-134	442.1
sp|P60429|RL2_SHIFL	50S ribosomal protein L2 OS=Shigella flexneri OX=623 GN=rplB PE=3 SV=2	rplB_bact	50S ribosomal protein L2	2.1e-134	442.1
sp|Q0TCE4|RL2_ECOL5	50S ribosomal protein L2 OS=Escherichia coli O6:K15:H31 (strain 536 / UPEC) OX=362663 GN=rplB PE	rplB_bact	50S ribosomal protein L2	2.1e-134	442.1
sp|Q3YWU2|RL2_SHISS	50S ribosomal protein L2 OS=Shigella sonnei (strain Ss046) OX=300269 GN=rplB PE=3 SV=1	rplB_bact	50S ribosomal protein L2	2.1e-134	442.1
sp|Q32B34|RL2_SHIDS	50S ribosomal protein L2 OS=Shigella dysenteriae serotype 1 (strain Sd197) OX=300267 GN=rplB PE=	rplB_bact	50S ribosomal protein L2	3.3e-134	441.4
sp|P60436|RL2_YERPE	50S ribosomal protein L2 OS=Yersinia pestis OX=632 GN=rplB PE=3 SV=1	rplB_bact	50S ribosomal protein L2	4e-134	441.1
sp|P60428|RL2_SALTY	50S ribosomal protein L2 OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=9928	rplB_bact	50S ribosomal protein L2	7.5e-134	440.2
sp|B8HMQ7|RL2_CYAP4	50S ribosomal protein L2 OS=Cyanothece sp. (strain PCC 7425 / ATCC 29141) OX=395961 GN=rplB PE=3	rplB_bact	50S ribosomal protein L2	2.6e-132	435.2
sp|Q0ID08|RL2_SYNS3	50S ribosomal protein L2 OS=Synechococcus sp. (strain CC9311) OX=64471 GN=rplB PE=3 SV=1	rplB_bact	50S ribosomal protein L2	2.4e-130	428.7
sp|Q7NM65|RL2_GLOVI	50S ribosomal protein L2 OS=Gloeobacter violaceus (strain ATCC 29082 / PCC 7421) OX=251221 GN=rp	rplB_bact	50S ribosomal protein L2	2.4e-130	428.7
sp|Q3AUW0|RL2_SYNS9	50S ribosomal protein L2 OS=Synechococcus sp. (strain CC9902) OX=316279 GN=rplB PE=3 SV=1	rplB_bact	50S ribosomal protein L2	9e-130	426.9
sp|A5GIU2|RL2_SYNPW	50S ribosomal protein L2 OS=Synechococcus sp. (strain WH7803) OX=32051 GN=rplB PE=3 SV=1	rplB_bact	50S ribosomal protein L2	1e-129	426.7
sp|Q8RIF8|RL2_FUSNN	50S ribosomal protein L2 OS=Fusobacterium nucleatum subsp. nucleatum (strain ATCC 25586 / DSM 15	rplB_bact	50S ribosomal protein L2	9.7e-128	420.2
sp|Q9Z7R0|RL2_CHLPN	50S ribosomal protein L2 OS=Chlamydia pneumoniae OX=83558 GN=rplB PE=3 SV=1	rplB_bact	50S ribosomal protein L2	1.9e-127	419.2
sp|P47400|RL2_MYCGE	50S ribosomal protein L2 OS=Mycoplasma genitalium (strain ATCC 33530 / G-37 / NCTC 10195) OX=243	rplB_bact	50S ribosomal protein L2	2.9e-125	412.1
sp|O52335|RL2_MYCGA	50S ribosomal protein L2 OS=Mycoplasma gallisepticum (strain R(low / passage 15 / clone 2)) OX=7	rplB_bact	50S ribosomal protein L2	2.4e-119	392.6
sp|P00458|NIFH_KLEPN	Nitrogenase iron protein OS=Klebsiella pneumoniae OX=573 GN=nifH PE=1 SV=2	nifH	nitrogenase iron protein	8e-148	486.0
sp|P26250|NIFH_NOSCO	Nitrogenase iron protein OS=Nostoc commune OX=1178 GN=nifH PE=3 SV=2	nifH	nitrogenase iron protein	1.5e-144	475.2
sp|P0A3S2|NIFH_TRIAZ	Nitrogenase iron protein OS=Trichormus azollae OX=1164 GN=nifH PE=3 SV=1	nifH	nitrogenase iron protein	3.2e-144	474.1
sp|P33178|NIFH_ANASL	Nitrogenase iron protein OS=Anabaena sp. (strain L31) OX=29412 GN=nifH PE=3 SV=1	nifH	nitrogenase iron protein	4.7e-144	473.6
sp|B4SC59|NIFH_PELPB	Nitrogenase iron protein OS=Pelodictyon phaeoclathratiforme (strain DSM 5477 / BU-1) OX=324925	nifH	nitrogenase iron protein	5e-142	467.0
